ANO;MES;EMPRESA;VOO;OACI_ORIGEM;OACI_DESTINO;VOOS;CANCELADOS;NA_HORA;ATRASADOS_ACIMA_30;ATRASADOS_ACIMA_60
2021;5;CMP;7108;SBMO;SBRF;1;0;1;0;0
2021;5;CMP;7109;SBMK;SBCF;26;0;25;1;0
2021;5;CMP;7111;SBSG;SBRF;2;0;2;0;0
2021;5;CMP;7114;SBPL;SBRF;2;0;2;0;0
2021;5;CMP;7120;SBPA;SBGR;30;0;27;2;1
2021;5;CMP;7124;SBPA;SBGR;29;0;28;1;0
2021;5;CMP;7126;SBPA;SBKP;31;1;28;1;1
2021;5;CMP;7131;SBRF;SBBR;1;0;1;0;0
2021;5;CMP;7132;SBRF;SBCF;31;0;28;3;0
2021;5;CMP;7136;SBRF;SBGR;30;0;30;0;0
2021;5;CMP;7137;SBRF;SBGR;26;0;26;0;0
2021;5;CMP;7138;SBRF;SBGR;25;0;24;1;0
2021;5;CMP;7148;SBRF;SBSV;2;0;2;0;0
2021;5;CMP;7151;SBRJ;SBCF;26;0;25;1;0
2021;5;CMP;7152;SBSL;SBCF;31;0;31;0;0
2021;5;CMP;7155;SBSV;SBCF;20;0;20;0;0
2021;5;CMP;7157;SBSV;SBRF;2;0;2;0;0
2021;5;CMP;7161;SBTE;SBRF;2;0;2;0;0
2021;5;CMP;7164;SBUR;SBCF;28;0;28;0;0
2021;5;CMP;7166;SBKP;SBBR;29;0;29;0;0
2021;5;CMP;7167;SBKP;SBCF;31;0;31;0;0
2021;5;CMP;7169;SBKP;SBEG;31;2;27;1;1
2021;5;CMP;7170;SBKP;SBPA;26;0;26;0;0
2021;5;CMP;7171;SBKP;SBBR;2;0;2;0;0
2021;5;CMP;7172;SBKP;SBGL;26;0;26;0;0
2021;5;CMP;7176;SBVT;SBCF;26;0;26;0;0
2021;5;CMP;7180;SBKP;SBRF;2;0;2;0;0
2021;5;CMP;7183;SBKP;SBSV;2;0;2;0;0
2021;5;CMP;758;SBGR;MPTO;18;0;17;0;1
2021;5;CMP;759;MPTO;SBGR;31;0;30;0;1
2021;5;CMP;764;SBCF;MPTO;10;0;10;0;0
2021;5;CMP;765;MPTO;SBCF;10;0;10;0;0
2021;5;CMP;800;MPTO;SBGR;31;0;30;0;1
2021;5;CMP;801;SBGR;MPTO;31;0;30;0;1
2021;5;CMP;820;SBPA;MPTO;16;0;16;0;0
2021;5;CMP;821;MPTO;SBPA;16;1;15;0;0
2021;5;CMP;872;SBGL;MPTO;18;0;18;0;0
2021;5;CMP;873;MPTO;SBGL;18;0;18;0;0
2021;5;CPA;1804;KJFK;SBGR;14;0;13;1;0
2021;5;CPA;1805;SBGR;KJFK;1;0;1;0;0
2021;5;CPA;1921;SBGR;LEMD;31;0;31;0;0
2021;5;DAL;104;SBGR;KATL;31;0;30;1;0
2021;5;DAL;105;KATL;SBGR;31;0;23;4;4
2021;5;DAL;471;KJFK;SBGR;3;0;2;1;0
2021;5;DAL;472;SBGR;KJFK;4;0;4;0;0
2021;5;DAL;6136;SBCY;SBGR;8;0;8;0;0
2021;5;DAL;6136;SBGR;SBPA;1;0;1;0;0
2021;5;DAL;6137;SBEG;SBGR;20;0;18;0;2
2021;5;DAL;6137;SBGO;SBGR;2;0;2;0;0
2021;5;DAL;6138;SBAR;SBGR;29;0;29;0;0
2021;5;DAL;6138;SBGR;SBEG;21;0;21;0;0
2021;5;DAL;6139;SBGR;SBCF;20;0;19;1;0
2021;5;DAL;6139;SBGR;SBEG;11;0;10;1;0
2021;5;DAL;6139;SBGR;SBNF;26;0;26;0;0
2021;5;DAL;6141;SBBE;SBGR;31;0;31;0;0
2021;5;DAL;6142;SBBR;SBGR;27;0;27;0;0
2021;5;DAL;6142;SBCT;SBGR;25;0;25;0;0
2021;5;DAL;6142;SBGR;SBFL;23;0;23;0;0
2021;5;DAL;6143;SBCT;SBGR;1;0;1;0;0
2021;5;DAL;6143;SBGR;SBEG;19;0;19;0;0
2021;5;DAL;6144;SBGR;SBCT;11;0;11;0;0
2021;5;DAL;6145;SBCY;SBGR;19;0;19;0;0
2021;5;DAL;6146;SBGR;SBBR;5;0;5;0;0
2021;5;DAL;6151;SBBR;SBGR;24;0;24;0;0
2021;5;DAL;6152;SBCT;SBGR;24;0;24;0;0
2021;5;DAL;6153;SBGR;SBBR;21;0;21;0;0
2021;5;DAL;6154;SBGO;SBGR;28;0;27;0;1
2021;5;DAL;6154;SBGR;SBCF;19;0;18;1;0
2021;5;DAL;6155;SBGR;SBCT;27;0;26;1;0
2021;5;DAL;6156;SBEG;SBGR;27;0;24;0;3
2021;5;DAL;6157;SBRF;SBGR;24;0;21;1;2
2021;5;DAL;6160;SBAR;SBGR;29;0;29;0;0
2021;5;DAL;6161;SBAR;SBGR;30;0;30;0;0
2021;5;DAL;6162;SBBE;SBGR;31;0;31;0;0
2021;5;DAL;6162;SBCG;SBGR;20;0;19;0;1
2021;5;DAL;6169;SBBR;SBGR;17;0;17;0;0
2021;5;DAL;6171;SBGR;SBMO;28;0;27;0;1
2021;5;DAL;6175;SBBR;SBGR;22;0;22;0;0
2021;5;DAL;6175;SBGR;SBCG;18;0;17;1;0
2021;5;DAL;6176;SBFI;SBGR;19;0;19;0;0
2021;5;DAL;6176;SBGR;SBFL;28;0;28;0;0
2021;5;DAL;6177;SBCY;SBGR;31;0;31;0;0
2021;5;DAL;6178;SBCT;SBGR;22;0;22;0;0
2021;5;DAL;6182;SBCF;SBGR;22;0;22;0;0
2021;5;DAL;6184;SBFL;SBGR;2;0;2;0;0
2021;5;DAL;6184;SBGL;SBGR;26;0;26;0;0
2021;5;DAL;6186;SBGR;SBPA;1;0;1;0;0
2021;5;DAL;6189;SBCT;SBGR;26;0;26;0;0
2021;5;DAL;6189;SBGR;SBCY;28;0;28;0;0
2021;5;DAL;6190;SBFL;SBGR;28;0;28;0;0
2021;5;DAL;6191;SBFL;SBGR;30;0;30;0;0
2021;5;DAL;6192;SBGL;SBGR;2;0;2;0;0
2021;5;DAL;6192;SBGR;SBGL;17;0;17;0;0
2021;5;DAL;6193;SBFZ;SBGR;30;0;30;0;0
2021;5;DAL;6193;SBGR;SBFZ;25;0;24;1;0
2021;5;DAL;6195;SBGR;SBGL;30;0;29;0;1
2021;5;DAL;6196;SBGL;SBGR;28;0;28;0;0
2021;5;DAL;6196;SBGR;SBFI;20;0;19;1;0
2021;5;DAL;6197;SBFZ;SBGR;11;0;11;0;0
2021;5;DAL;6198;SBGR;SBNF;1;0;1;0;0
2021;5;DAL;6199;SBEG;SBGR;27;0;25;0;2
2021;5;DAL;6200;SBGR;SBBE;24;0;21;3;0
2021;5;DAL;6200;SBGR;SBFL;22;0;22;0;0
2021;5;DAL;6201;SBGR;SBBR;27;0;27;0;0
2021;5;DAL;6203;SBGR;SBCY;27;0;27;0;0
2021;5;DAL;6204;SBGR;SBCG;23;0;18;3;2
2021;5;DAL;6206;SBGR;SBCF;19;0;18;1;0
2021;5;DAL;6206;SBGR;SBMO;8;0;8;0;0
2021;5;DAL;6208;SBGR;SBFI;25;0;24;1;0
2021;5;DAL;6208;SBGR;SBSG;21;0;20;1;0
2021;5;DAL;6210;SBGR;SBCT;29;0;28;1;0
2021;5;DAL;6213;SBGR;SBSG;31;1;30;0;0
2021;5;DAL;6214;SBFI;SBGR;25;0;24;1;0
2021;5;DAL;6215;SBGR;SBRF;30;0;28;0;2
2021;5;DAL;6216;SBGR;SBRF;29;0;29;0;0
2021;5;DAL;6217;SBGR;SBFZ;28;0;27;1;0
2021;5;DAL;6217;SBGR;SBRJ;29;0;27;0;2
2021;5;DAL;6218;SBGR;SBFZ;31;0;29;1;1
2021;5;DAL;6218;SBGR;SBRJ;29;0;29;0;0
2021;5;DAL;6219;SBGR;SBSV;26;0;23;3;0
2021;5;DAL;6220;SBGR;SBSV;25;0;25;0;0
2021;5;DAL;6221;SBGR;SBGL;26;0;26;0;0
2021;5;DAL;6221;SBGR;SBUL;28;0;27;1;0
2021;5;DAL;6222;SBGR;SBVT;31;0;30;1;0
2021;5;DAL;6223;SBGR;SBVT;30;1;29;0;0
2021;5;DAL;6223;SBRF;SBGR;23;0;21;2;0
2021;5;DAL;6224;SBGR;SBFI;31;0;29;2;0
2021;5;DAL;6225;SBFI;SBGR;21;0;20;1;0
2021;5;DAL;6225;SBGO;SBGR;27;0;26;0;1
2021;5;DAL;6225;SBGR;SBFI;23;0;23;0;0
2021;5;DAL;6227;SBGR;SBLO;27;0;27;0;0
2021;5;DAL;6230;SBFI;SBGR;20;0;19;1;0
2021;5;DAL;6230;SBGR;SBSV;19;0;18;1;0
2021;5;DAL;6231;SBGR;SBFL;4;0;4;0;0
2021;5;DAL;6234;SBGR;SBMO;8;0;8;0;0
2021;5;DAL;6237;SBGR;SBSG;19;0;18;1;0
2021;5;DAL;6237;SBMG;SBGR;27;0;26;1;0
2021;5;DAL;6239;SBGR;SBNF;31;0;30;0;1
2021;5;DAL;6240;SBNF;SBGR;1;0;1;0;0
2021;5;DAL;6242;SBGR;SBRF;23;0;22;0;1
2021;5;DAL;6243;SBGR;SBPA;30;0;27;1;2
2021;5;DAL;6244;SBGR;SBPA;28;0;28;0;0
2021;5;DAL;6244;SBRF;SBGR;4;0;4;0;0
2021;5;DAL;6245;SBGR;SBRF;30;0;30;0;0
2021;5;DAL;6245;SBRF;SBGR;8;0;8;0;0
2021;5;DAL;6246;SBGR;SBRJ;29;0;27;0;2
2021;5;DAL;6246;SBRF;SBGR;12;0;12;0;0
2021;5;DAL;6246;SBRJ;SBGR;15;0;13;2;0
2021;5;DAL;6248;SBGO;SBGR;26;0;25;0;1
2021;5;DAL;6248;SBRJ;SBGR;22;0;22;0;0
2021;5;DAL;6250;SBSV;SBGR;5;0;5;0;0
2021;5;DAL;6251;SBGR;SBRJ;31;0;31;0;0
2021;5;DAL;6252;SBUL;SBGR;12;0;12;0;0
2021;5;DAL;6253;SBGR;SBSV;25;0;22;3;0
2021;5;DAL;6253;SBMO;SBGR;15;0;15;0;0
2021;5;DAL;6255;SBGR;SBEG;21;0;21;0;0
2021;5;DAL;6255;SBGR;SBUL;28;0;27;1;0
2021;5;DAL;6256;SBGR;SBVT;28;0;27;1;0
2021;5;DAL;6261;SBGR;SBNF;25;0;25;0;0
2021;5;DAL;6262;SBFI;SBGR;6;0;6;0;0
2021;5;DAL;6262;SBRF;SBGR;9;0;9;0;0
2021;5;DAL;6263;SBFI;SBGR;27;0;26;1;0
2021;5;DAL;6265;SBLO;SBGR;30;1;29;0;0
2021;5;DAL;6274;SBMO;SBGR;26;0;26;0;0
2021;5;DAL;6275;SBSG;SBGR;10;0;10;0;0
2021;5;DAL;6276;SBRJ;SBGR;23;0;23;0;0
2021;5;DAL;6278;SBMG;SBGR;27;0;26;1;0
2021;5;DAL;6279;SBSG;SBGR;31;0;29;1;1
2021;5;DAL;6280;SBPA;SBGR;28;0;28;0;0
2021;5;DAL;6281;SBNF;SBGR;30;0;30;0;0
2021;5;DAL;6282;SBSV;SBGR;26;0;26;0;0
2021;5;DAL;6283;SBPA;SBGR;18;0;18;0;0
2021;5;DAL;6286;SBRF;SBGR;10;0;10;0;0
2021;5;DAL;6287;SBRJ;SBGR;28;0;26;2;0
2021;5;DAL;6290;SBSV;SBGR;27;0;27;0;0
2021;5;DAL;6291;SBSV;SBGR;16;0;16;0;0
2021;5;DAL;6293;SBUL;SBGR;12;0;12;0;0
2021;5;DAL;6296;SBVT;SBGR;30;0;28;0;2
2021;5;DAL;6297;SBGR;SUMU;4;0;4;0;0
2021;5;DAL;6298;SBGR;SUMU;5;0;5;0;0
2021;5;DAL;6299;SUMU;SBGR;4;0;4;0;0
2021;5;DAL;6300;SUMU;SBGR;5;0;5;0;0
2021;5;DLH;4653;SBGR;SBGL;29;0;28;0;1
2021;5;DLH;4654;SBGL;SBGR;23;0;23;0;0
2021;5;DLH;4666;SBGL;SBFZ;2;0;2;0;0
2021;5;DLH;4682;SBGR;SBBR;31;0;31;0;0
2021;5;DLH;4683;SBBR;SBGR;27;0;27;0;0
2021;5;DLH;4684;SBGR;SBCF;21;0;20;1;0
2021;5;DLH;4685;SBCF;SBGR;21;0;20;1;0
2021;5;DLH;4686;SBGR;SBCT;29;0;28;1;0
2021;5;DLH;4687;SBCT;SBGR;29;0;29;0;0
2021;5;DLH;4688;SBGR;SBFL;30;0;30;0;0
2021;5;DLH;4689;SBFL;SBGR;28;0;28;0;0
2021;5;DLH;4690;SBGR;SBFZ;30;0;29;1;0
2021;5;DLH;4692;SBGR;SBFI;31;0;29;2;0
2021;5;DLH;4693;SBGO;SBGR;29;0;28;0;1
2021;5;DLH;4694;SBGR;SUMU;5;0;5;0;0
2021;5;DLH;4695;SBFI;SBGR;28;0;27;1;0
2021;5;DLH;4696;SBGR;SBPA;30;0;27;1;2
2021;5;DLH;4697;SUMU;SBGR;5;0;5;0;0
2021;5;DLH;4699;SBPA;SBGR;12;0;11;0;1
2021;5;DLH;4700;SBGR;SBSV;26;0;23;3;0
2021;5;DLH;4702;SBGR;SBVT;31;0;30;1;0
2021;5;DLH;4704;SBGR;SBGO;29;0;29;0;0
2021;5;DLH;4705;SBVT;SBGR;31;0;30;1;0
2021;5;DLH;4708;SBGR;SBCF;19;0;18;1;0
2021;5;DLH;4715;SBFZ;SBGR;12;0;12;0;0
2021;5;DLH;506;EDDF;SBGR;31;0;29;1;1
2021;5;DLH;507;SBGR;EDDF;31;2;29;0;0
2021;5;DLH;5898;LSZH;SBGR;26;0;26;0;0
2021;5;DLH;5899;SBGR;LSZH;27;0;26;0;1
2021;5;EDW;98;LSZH;SBGL;9;9;0;0;0
2021;5;EDW;99;SBGL;LSZH;9;9;0;0;0
2021;5;ELY;9091;LPPT;SBGR;23;0;23;0;0
2021;5;ELY;9093;LPPT;SBGL;13;0;13;0;0
2021;5;ELY;9094;LPPT;SBRF;10;0;10;0;0
2021;5;ELY;9200;SBGR;LEMD;31;0;31;0;0
2021;5;ELY;9201;LEMD;SBGR;31;0;31;0;0
2021;5;ETD;4375;LEMD;SBGR;8;1;7;0;0
2021;5;ETH;1230;SBGR;SBCF;26;0;26;0;0
2021;5;ETH;1230;SBGR;SBRJ;31;0;31;0;0
2021;5;ETH;1231;SBCF;SBSV;19;0;19;0;0
2021;5;ETH;1231;SBGR;SBCF;31;0;31;0;0
2021;5;ETH;1232;SBGR;SBRF;26;0;26;0;0
2021;5;ETH;1233;SBCF;SBFZ;2;0;2;0;0
2021;5;ETH;1234;SBCF;SBSV;29;0;29;0;0
2021;5;ETH;1235;SBCF;SBSV;26;0;25;0;1
2021;5;ETH;1235;SBCY;SBGR;27;0;27;0;0
2021;5;ETH;1236;SBCT;SBGR;19;0;19;0;0
2021;5;ETH;1236;SBRF;SBGR;30;0;29;1;0
2021;5;ETH;1237;SBFI;SBCT;27;0;27;0;0
2021;5;ETH;1238;SBCF;SBSV;19;0;19;0;0
2021;5;ETH;1239;SBSV;SBCF;18;0;18;0;0
2021;5;ETH;1240;SBGR;SBCT;5;0;5;0;0
2021;5;ETH;1241;SBCF;SBGR;24;0;24;0;0
2021;5;ETH;1242;SBFI;SBCT;27;0;27;0;0
2021;5;ETH;1243;SBCT;SBGR;24;0;24;0;0
2021;5;ETH;1243;SBGR;SBRJ;31;0;31;0;0
2021;5;ETH;1245;SBRF;SBGR;24;0;21;2;1
2021;5;ETH;1245;SBSV;SBCF;18;0;18;0;0
2021;5;ETH;1246;SBSV;SBCF;20;0;20;0;0
2021;5;ETH;1247;SBGR;SBPA;31;0;29;2;0
2021;5;ETH;1248;SBCF;SBGR;31;0;31;0;0
2021;5;ETH;1249;SBCF;SBGR;22;0;22;0;0
2021;5;ETH;1249;SBPA;SBGR;20;0;20;0;0
2021;5;ETH;1250;SBRJ;SBGR;12;0;11;0;1
2021;5;ETH;1251;SBCT;SBGR;5;0;5;0;0
2021;5;ETH;1252;SBCT;SBGR;28;0;28;0;0
2021;5;ETH;1252;SBRF;SBGR;16;0;15;1;0
2021;5;ETH;1253;SBCF;SBGR;31;0;31;0;0
2021;5;ETH;1254;SBRF;SBGR;26;0;26;0;0
2021;5;ETH;1255;SBRF;SBGR;31;0;31;0;0
2021;5;ETH;1256;SBRF;SBGR;18;0;15;2;1
2021;5;ETH;1257;SBCY;SBGR;26;0;26;0;0
2021;5;ETH;1259;SBGR;SBPA;31;0;29;2;0
2021;5;ETH;1261;SBPA;SBGR;20;0;20;0;0
2021;5;ETH;1262;SBRJ;SBGR;7;0;7;0;0
2021;5;ETH;1268;SBCY;SBGR;23;0;23;0;0
2021;5;ETH;1273;SBGR;SBCY;21;0;21;0;0
2021;5;ETH;1277;SBGR;SBPA;29;0;29;0;0
2021;5;ETH;1286;SBPA;SBGR;29;0;28;1;0
2021;5;ETH;4099;SBCT;SBGR;7;0;7;0;0
2021;5;ETH;4103;SBFL;SBGR;7;0;7;0;0
2021;5;ETH;4104;SBGR;SBRJ;8;0;8;0;0
2021;5;ETH;4114;SBGR;SBRF;8;0;8;0;0
2021;5;ETH;4123;SBBR;SBGR;7;0;7;0;0
2021;5;ETH;4131;SBCY;SBGR;5;0;4;1;0
2021;5;ETH;4132;SBGR;SBCG;1;0;1;0;0
2021;5;ETH;4134;SBGR;SBGO;1;0;0;1;0
2021;5;ETH;4139;SBRF;SBGR;8;0;5;3;0
2021;5;ETH;4140;SBGR;SBFZ;1;0;1;0;0
2021;5;ETH;4143;SBEG;SBGR;7;0;7;0;0
2021;5;ETH;4167;SBAR;SBGR;5;0;5;0;0
2021;5;ETH;4168;SBGR;SBJP;1;0;1;0;0
2021;5;ETH;4179;SBGL;SBGR;7;0;6;1;0
2021;5;ETH;4189;SBMO;SBGR;8;0;8;0;0
2021;5;ETH;4200;SBFZ;SBGR;8;0;8;0;0
2021;5;ETH;4201;SBFZ;SBGR;7;0;6;1;0
2021;5;ETH;4205;SBGR;SBSV;1;0;1;0;0
2021;5;ETH;506;HAAB;SBGR;18;0;13;2;3
2021;5;ETH;506;SBGR;SAEZ;5;0;2;0;3
2021;5;ETH;507;SAEZ;SBGR;5;5;0;0;0
2021;5;ETH;507;SBGR;HAAB;18;5;13;0;0
2021;5;FIN;4424;SBGR;EDDF;1;0;1;0;0
2021;5;FIN;4425;EDDF;SBGR;14;0;13;1;0
2021;5;GLO;1003;SBRJ;SBSP;4;0;4;0;0
2021;5;GLO;1004;SBSP;SBRJ;6;0;6;0;0
2021;5;GLO;1006;SBSP;SBRJ;3;0;3;0;0
2021;5;GLO;1007;SBRJ;SBSP;6;1;5;0;0
2021;5;GLO;1008;SBSP;SBRJ;8;0;8;0;0
2021;5;GLO;1009;SBRJ;SBSP;6;0;6;0;0
2021;5;GLO;1010;SBSP;SBRJ;4;0;4;0;0
2021;5;GLO;1013;SBRJ;SBSP;7;0;7;0;0
2021;5;GLO;1015;SBRJ;SBSP;6;0;5;1;0
2021;5;GLO;1016;SBSP;SBRJ;5;0;5;0;0
2021;5;GLO;1017;SBRJ;SBSP;7;1;6;0;0
2021;5;GLO;1019;SBRJ;SBSP;5;0;5;0;0
2021;5;GLO;1044;SBSP;SBRJ;8;0;8;0;0
2021;5;GLO;1045;SBRJ;SBSP;3;0;3;0;0
2021;5;GLO;1048;SBSP;SBRJ;6;0;5;0;1
2021;5;GLO;1056;SBSP;SBRJ;1;0;1;0;0
2021;5;GLO;1058;SBGR;SBRJ;8;0;8;0;0
2021;5;GLO;1076;SBGR;SBRJ;8;0;8;0;0
2021;5;GLO;1077;SBRJ;SBGR;7;0;7;0;0
2021;5;GLO;1079;SBRJ;SBGR;8;0;8;0;0
2021;5;GLO;1081;SBRJ;SBGR;8;0;7;1;0
2021;5;GLO;1084;SBGR;SBRJ;8;0;8;0;0
2021;5;GLO;1097;SBGL;SBGR;7;0;6;1;0
2021;5;GLO;1102;SBGR;SBCT;7;0;6;1;0
2021;5;GLO;1103;SBCT;SBGR;7;0;6;1;0
2021;5;GLO;1110;SBSP;SBGO;4;0;4;0;0
2021;5;GLO;1124;SBGR;SBCT;7;0;7;0;0
2021;5;GLO;1125;SBCT;SBGR;8;0;8;0;0
2021;5;GLO;1128;SBGR;SBCT;3;0;3;0;0
2021;5;GLO;1129;SBCT;SBGR;7;0;7;0;0
2021;5;GLO;1130;SBSP;SBCT;3;0;3;0;0
2021;5;GLO;1136;SBGR;SBCG;7;0;7;0;0
2021;5;GLO;1139;SBCT;SBGR;7;0;7;0;0
2021;5;GLO;1143;SBCG;SBGR;7;0;7;0;0
2021;5;GLO;1147;SBCT;SBSP;3;0;3;0;0
2021;5;GLO;1152;SBRJ;SBBR;7;0;6;1;0
2021;5;GLO;1170;SBGR;SBFI;8;0;7;1;0
2021;5;GLO;1171;SBFI;SBGR;8;0;8;0;0
2021;5;GLO;1175;SBGO;SBSP;4;0;2;2;0
2021;5;GLO;1176;SBGR;SBPA;8;1;7;0;0
2021;5;GLO;1177;SBPA;SBGR;8;0;6;1;1
2021;5;GLO;1178;SBGR;SBCT;8;0;8;0;0
2021;5;GLO;1179;SBGO;SBBR;7;0;7;0;0
2021;5;GLO;1180;SBGR;SBCA;5;0;5;0;0
2021;5;GLO;1181;SBCA;SBGR;5;0;5;0;0
2021;5;GLO;1204;SBSP;SBPA;5;0;5;0;0
2021;5;GLO;1205;SBPA;SBSP;7;0;7;0;0
2021;5;GLO;1207;SBPA;SBSP;5;0;5;0;0
2021;5;GLO;1213;SBPA;SBSP;4;0;4;0;0
2021;5;GLO;1215;SBNF;SBGR;6;0;6;0;0
2021;5;GLO;1218;SBSP;SBPA;6;0;6;0;0
2021;5;GLO;1222;SBGR;SBMG;8;1;6;1;0
2021;5;GLO;1223;SBMG;SBGR;8;1;7;0;0
2021;5;GLO;1228;SBSP;SBPA;6;0;6;0;0
2021;5;GLO;1230;SBFL;SBSP;5;0;5;0;0
2021;5;GLO;1233;SBPA;SBGR;8;0;7;1;0
2021;5;GLO;1236;SBGR;SBPA;8;0;8;0;0
2021;5;GLO;1240;SBGR;SBPA;3;0;3;0;0
2021;5;GLO;1242;SBGR;SBFL;8;0;8;0;0
2021;5;GLO;1243;SBFL;SBGR;5;0;5;0;0
2021;5;GLO;1245;SBFL;SBGR;8;0;8;0;0
2021;5;GLO;1248;SBGR;SBFL;8;0;7;1;0
2021;5;GLO;1251;SBFL;SBGR;7;0;7;0;0
2021;5;GLO;1252;SBGR;SBFL;2;0;2;0;0
2021;5;GLO;1254;SBGR;SBFL;8;0;8;0;0
2021;5;GLO;1266;SBGR;SBNF;5;0;5;0;0
2021;5;GLO;1267;SBNF;SBGR;5;0;5;0;0
2021;5;GLO;1272;SBGR;SBNF;2;0;2;0;0
2021;5;GLO;1277;SBFL;SBGR;8;0;7;1;0
2021;5;GLO;1281;SBGR;SBGL;6;0;6;0;0
2021;5;GLO;1282;SBGL;SBGR;6;0;6;0;0
2021;5;GLO;1286;SBSP;SBNF;6;0;6;0;0
2021;5;GLO;1288;SBRJ;SBSV;5;0;5;0;0
2021;5;GLO;1293;SBCT;SBSP;2;0;2;0;0
2021;5;GLO;1295;SBCH;SBGR;7;0;7;0;0
2021;5;GLO;1298;SBGR;SBCH;7;0;7;0;0
2021;5;GLO;1305;SBGR;SBMO;3;0;3;0;0
2021;5;GLO;1308;SBGR;SBGL;6;0;6;0;0
2021;5;GLO;1310;SBSP;SBCF;5;0;5;0;0
2021;5;GLO;1313;SBCF;SBSP;3;0;3;0;0
2021;5;GLO;1314;SBSP;SBCF;3;0;3;0;0
2021;5;GLO;1315;SBCF;SBGR;8;0;8;0;0
2021;5;GLO;1318;SBGR;SBCF;8;0;8;0;0
2021;5;GLO;1320;SBGR;SBCF;7;0;7;0;0
2021;5;GLO;1321;SBCF;SBGR;7;0;7;0;0
2021;5;GLO;1325;SBCF;SBSP;5;0;5;0;0
2021;5;GLO;1326;SBGR;SBCF;3;0;3;0;0
2021;5;GLO;1341;SBCF;SBGR;8;0;8;0;0
2021;5;GLO;1345;SBVT;SBGR;7;0;7;0;0
2021;5;GLO;1361;SBGR;SBVC;6;0;6;0;0
2021;5;GLO;1362;SBVC;SBGR;6;0;6;0;0
2021;5;GLO;1367;SBSN;SBEG;1;0;1;0;0
2021;5;GLO;1368;SBGR;SBVT;7;0;7;0;0
2021;5;GLO;1374;SBGR;SBVT;8;0;8;0;0
2021;5;GLO;1379;SBBR;SBPV;1;0;1;0;0
2021;5;GLO;1382;SBSL;SBSV;4;0;4;0;0
2021;5;GLO;1383;SBSV;SBSL;4;0;4;0;0
2021;5;GLO;1387;SBBR;SBSG;7;0;7;0;0
2021;5;GLO;1394;SBBE;SBMQ;3;0;3;0;0
2021;5;GLO;1395;SBVT;SBGR;8;0;8;0;0
2021;5;GLO;1406;SBGR;SBBR;3;0;3;0;0
2021;5;GLO;1407;SBBR;SBGR;8;0;8;0;0
2021;5;GLO;1408;SBGR;SBBR;7;0;7;0;0
2021;5;GLO;1413;SBBR;SBGR;7;0;7;0;0
2021;5;GLO;1414;SBGR;SBBR;8;0;8;0;0
2021;5;GLO;1415;SBBR;SBGR;7;0;7;0;0
2021;5;GLO;1416;SBGR;SBCG;2;0;2;0;0
2021;5;GLO;1419;SBBR;SBGR;7;0;7;0;0
2021;5;GLO;1420;SBGR;SBCY;8;1;7;0;0
2021;5;GLO;1425;SBCY;SBGR;5;0;4;1;0
2021;5;GLO;1430;SBBR;SBMO;7;0;6;1;0
2021;5;GLO;1435;SBGO;SBGR;6;0;6;0;0
2021;5;GLO;1436;SBGR;SBGO;8;0;8;0;0
2021;5;GLO;1439;SBBV;SBBR;6;0;6;0;0
2021;5;GLO;1440;SBGR;SBGO;3;0;2;1;0
2021;5;GLO;1442;SBSP;SBBR;7;0;7;0;0
2021;5;GLO;1444;SBGR;SBCF;8;0;6;2;0
2021;5;GLO;1450;SBBR;SBSP;7;0;7;0;0
2021;5;GLO;1456;SBSP;SBBR;7;0;7;0;0
2021;5;GLO;1457;SBBR;SBSP;7;0;7;0;0
2021;5;GLO;1459;SBBR;SBSP;7;0;7;0;0
2021;5;GLO;1471;SBCF;SBGR;8;0;7;1;0
2021;5;GLO;1472;SBGR;SBBR;7;0;7;0;0
2021;5;GLO;1473;SBCY;SBGR;8;1;7;0;0
2021;5;GLO;1474;SBGR;SBCY;5;0;4;1;0
2021;5;GLO;1475;SBBR;SBGR;7;0;7;0;0
2021;5;GLO;1479;SBSP;SBFL;4;0;4;0;0
2021;5;GLO;1480;SBFL;SBSP;4;0;4;0;0
2021;5;GLO;1487;SBCG;SBGR;6;0;6;0;0
2021;5;GLO;1489;SBSP;SBFL;5;0;5;0;0
2021;5;GLO;1496;SBGR;SBCG;1;0;1;0;0
2021;5;GLO;1499;SBCG;SBGR;1;0;1;0;0
2021;5;GLO;1503;SBAR;SBGR;7;0;7;0;0
2021;5;GLO;1504;SBGR;SBAR;5;0;5;0;0
2021;5;GLO;1505;SBAR;SBGR;5;0;5;0;0
2021;5;GLO;1506;SBNF;SBSP;6;0;6;0;0
2021;5;GLO;1507;SBSP;SBCT;2;0;2;0;0
2021;5;GLO;1513;SBSV;SBGR;7;0;7;0;0
2021;5;GLO;1516;SBGR;SBMO;8;0;8;0;0
2021;5;GLO;1517;SBMO;SBGR;8;0;8;0;0
2021;5;GLO;1520;SBGR;SBFZ;8;0;8;0;0
2021;5;GLO;1521;SBFZ;SBGR;7;1;5;1;0
2021;5;GLO;1523;SBFZ;SBGR;8;0;8;0;0
2021;5;GLO;1524;SBGR;SBFZ;8;0;8;0;0
2021;5;GLO;1527;SBFZ;SBGR;7;0;6;1;0
2021;5;GLO;1528;SBGR;SBFZ;3;0;3;0;0
2021;5;GLO;1529;SBFZ;SBGR;8;0;8;0;0
2021;5;GLO;1531;SBSL;SBFZ;7;0;6;0;1
