ANO;MES;EMPRESA;VOO;OACI_ORIGEM;OACI_DESTINO;VOOS;CANCELADOS;NA_HORA;ATRASADOS_ACIMA_30;ATRASADOS_ACIMA_60
2021;1;AZU;2403;SBJP;SBKP;5;0;5;0;0
2021;1;AZU;2404;SBKP;SBMO;5;0;5;0;0
2021;1;AZU;2405;SBMO;SBKP;5;0;5;0;0
2021;1;AZU;2406;SBKP;SBFI;5;0;5;0;0
2021;1;AZU;2407;SBFI;SBKP;5;0;5;0;0
2021;1;AZU;2408;SBKP;SBPS;5;0;5;0;0
2021;1;AZU;2409;SBPS;SBKP;5;1;4;0;0
2021;1;AZU;2410;SBKP;SBIL;5;0;5;0;0
2021;1;AZU;2411;SBIL;SBKP;5;0;5;0;0
2021;1;AZU;2412;SBPS;SBRP;5;0;5;0;0
2021;1;AZU;2413;SBRP;SBPS;5;0;5;0;0
2021;1;AZU;2414;SBPS;SBUL;5;0;5;0;0
2021;1;AZU;2415;SBUL;SBPS;5;0;5;0;0
2021;1;AZU;2416;SBGO;SBPS;5;0;5;0;0
2021;1;AZU;2417;SBPS;SBSR;5;0;5;0;0
2021;1;AZU;2418;SBSR;SBPS;5;0;5;0;0
2021;1;AZU;2419;SBPS;SBGO;5;0;5;0;0
2021;1;AZU;2420;SBCT;SBPS;5;0;5;0;0
2021;1;AZU;2421;SBPS;SBDN;5;0;5;0;0
2021;1;AZU;2422;SBDN;SBPS;5;0;5;0;0
2021;1;AZU;2423;SBPS;SBCT;5;0;5;0;0
2021;1;AZU;2424;SBCF;SBPS;5;0;5;0;0
2021;1;AZU;2425;SBPS;SBPA;5;0;5;0;0
2021;1;AZU;2426;SBPA;SBPS;5;0;5;0;0
2021;1;AZU;2427;SBPS;SBCF;5;0;5;0;0
2021;1;AZU;2428;SBSG;SBRP;5;0;5;0;0
2021;1;AZU;2429;SBRP;SBSG;5;0;4;1;0
2021;1;AZU;2430;SBCF;SBSG;5;0;5;0;0
2021;1;AZU;2431;SBSG;SBCF;5;0;5;0;0
2021;1;AZU;2432;SBCF;SBFZ;5;0;4;0;1
2021;1;AZU;2433;SBFZ;SBCF;5;0;4;0;1
2021;1;AZU;2434;SBCF;SBMO;5;0;5;0;0
2021;1;AZU;2435;SBMO;SBCF;5;0;5;0;0
2021;1;AZU;2436;SBCF;SBJP;5;0;5;0;0
2021;1;AZU;2437;SBRF;SBUL;5;0;5;0;0
2021;1;AZU;2438;SBUL;SBRF;5;0;5;0;0
2021;1;AZU;2439;SBUL;SBMO;5;0;5;0;0
2021;1;AZU;2440;SBMO;SBUL;5;0;5;0;0
2021;1;AZU;2441;SBUL;SBSG;5;0;5;0;0
2021;1;AZU;2441;SBJP;SBCF;5;0;5;0;0
2021;1;AZU;2442;SBSG;SBUL;5;0;4;1;0
2021;1;AZU;2443;SBRF;SBRP;5;0;5;0;0
2021;1;AZU;2444;SBRP;SBMO;5;0;5;0;0
2021;1;AZU;2445;SBMO;SBRP;5;0;5;0;0
2021;1;AZU;2446;SBGO;SBSG;5;0;5;0;0
2021;1;AZU;2447;SBSG;SBGO;5;0;5;0;0
2021;1;AZU;2448;SBRF;SBSR;5;0;5;0;0
2021;1;AZU;2449;SBCF;SBIL;5;0;4;1;0
2021;1;AZU;2449;SBSR;SBRF;5;0;5;0;0
2021;1;AZU;2450;SBIL;SBCF;5;0;5;0;0
2021;1;AZU;2451;SBRF;SBPA;5;0;5;0;0
2021;1;AZU;2452;SBPA;SBRF;5;0;5;0;0
2021;1;AZU;2454;SBKP;SBSG;1;0;1;0;0
2021;1;AZU;2455;SBSG;SBKP;1;0;1;0;0
2021;1;AZU;2456;SBKP;SBPS;4;0;4;0;0
2021;1;AZU;2457;SBPS;SBKP;4;0;4;0;0
2021;1;AZU;2458;SBKP;SBSG;4;0;4;0;0
2021;1;AZU;2459;SBSG;SBKP;4;0;4;0;0
2021;1;AZU;2460;SBGO;SBRF;5;0;5;0;0
2021;1;AZU;2461;SBRF;SBGO;5;0;4;1;0
2021;1;AZU;2462;SBFI;SBRF;3;0;3;0;0
2021;1;AZU;2463;SBRF;SBFI;3;0;3;0;0
2021;1;AZU;2465;SBFZ;SBKP;1;0;1;0;0
2021;1;AZU;2466;SBKP;SBFZ;1;0;1;0;0
2021;1;AZU;2470;SBCT;SBFI;5;1;4;0;0
2021;1;AZU;2471;SBFI;SBCT;5;0;5;0;0
2021;1;AZU;2472;SBKP;SBJP;1;0;1;0;0
2021;1;AZU;2473;SBJP;SBKP;1;0;1;0;0
2021;1;AZU;2474;SBCF;SBFI;5;0;5;0;0
2021;1;AZU;2475;SBFI;SBCF;5;0;5;0;0
2021;1;AZU;2484;SBCF;SBSV;5;0;5;0;0
2021;1;AZU;2485;SBSV;SBCF;5;0;5;0;0
2021;1;AZU;2490;SBKP;SBFI;1;0;1;0;0
2021;1;AZU;2491;SBFI;SBKP;1;0;1;0;0
2021;1;AZU;2492;SBRP;SBRF;5;0;5;0;0
2021;1;AZU;2500;SBKP;SBPS;1;0;1;0;0
2021;1;AZU;2501;SBPS;SBKP;1;0;1;0;0
2021;1;AZU;2514;SBKP;SBDB;11;3;8;0;0
2021;1;AZU;2514;SBCR;SBKP;11;1;10;0;0
2021;1;AZU;2514;SBDB;SBCR;11;3;8;0;0
2021;1;AZU;2520;SBKP;SBMO;1;0;1;0;0
2021;1;AZU;2521;SBMO;SBKP;1;0;1;0;0
2021;1;AZU;2528;SBKP;SBCN;10;0;10;0;0
2021;1;AZU;2529;SBCN;SBKP;10;0;9;1;0
2021;1;AZU;2540;SBGR;SBSG;5;0;5;0;0
2021;1;AZU;2541;SBSG;SBGR;5;0;5;0;0
2021;1;AZU;2542;SBCY;SBMO;5;0;5;0;0
2021;1;AZU;2543;SBMO;SBCY;5;0;5;0;0
2021;1;AZU;2544;SBMO;SBDN;5;0;5;0;0
2021;1;AZU;2545;SBDN;SBMO;5;0;5;0;0
2021;1;AZU;2546;SBMO;SBSR;5;0;5;0;0
2021;1;AZU;2547;SBSR;SBMO;5;0;5;0;0
2021;1;AZU;2550;SBKP;SBSV;5;0;5;0;0
2021;1;AZU;2551;SBSV;SBKP;5;0;5;0;0
2021;1;AZU;2560;SBSV;SBRP;5;0;4;0;1
2021;1;AZU;2561;SBRP;SBSV;5;0;5;0;0
2021;1;AZU;2562;SBPA;SBSV;5;0;5;0;0
2021;1;AZU;2563;SBSV;SBPA;5;0;5;0;0
2021;1;AZU;2564;SBCY;SBPS;5;0;5;0;0
2021;1;AZU;2565;SBPS;SBCY;5;0;5;0;0
2021;1;AZU;2566;SBPS;SBGR;5;0;5;0;0
2021;1;AZU;2567;SBGR;SBPS;5;1;4;0;0
2021;1;AZU;2568;SBPS;SBAE;5;0;4;0;1
2021;1;AZU;2569;SBAE;SBPS;5;0;5;0;0
2021;1;AZU;2570;SBKP;SBFZ;5;0;5;0;0
2021;1;AZU;2571;SBFZ;SBKP;5;0;5;0;0
2021;1;AZU;2572;SBCF;SBRF;5;0;5;0;0
2021;1;AZU;2573;SBRF;SBCF;5;0;5;0;0
2021;1;AZU;2580;SBCF;SBSV;1;0;1;0;0
2021;1;AZU;2581;SBSV;SBCF;1;0;1;0;0
2021;1;AZU;2592;SBKP;SBNF;5;0;5;0;0
2021;1;AZU;2593;SBNF;SBKP;5;0;5;0;0
2021;1;AZU;4000;SBSP;SBRJ;25;1;24;0;0
2021;1;AZU;4001;SBRJ;SBSP;25;1;24;0;0
2021;1;AZU;4002;SBSP;SBRJ;31;0;30;0;1
2021;1;AZU;4003;SBRJ;SBSP;31;0;31;0;0
2021;1;AZU;4004;SBSP;SBRJ;31;0;31;0;0
2021;1;AZU;4005;SBRJ;SBSP;31;1;29;0;1
2021;1;AZU;4006;SBSP;SBRJ;20;0;20;0;0
2021;1;AZU;4007;SBRJ;SBSP;20;0;20;0;0
2021;1;AZU;4008;SBSP;SBRJ;31;1;29;1;0
2021;1;AZU;4009;SBRJ;SBSP;31;0;31;0;0
2021;1;AZU;4010;SBKP;SBIL;23;0;20;1;2
2021;1;AZU;4011;SBIL;SBKP;18;0;14;3;1
2021;1;AZU;4014;SBSL;SBRF;30;0;26;3;1
2021;1;AZU;4014;SBBE;SBSL;5;0;5;0;0
2021;1;AZU;4015;SBCF;SBGO;25;0;25;0;0
2021;1;AZU;4016;SBGO;SBCF;25;0;25;0;0
2021;1;AZU;4017;SBCT;SBFI;26;3;23;0;0
2021;1;AZU;4018;SBFI;SBCT;25;2;22;0;1
2021;1;AZU;4019;SBSV;SBPS;31;0;31;0;0
2021;1;AZU;4020;SBPS;SBSV;31;0;31;0;0
2021;1;AZU;4021;SBCT;SBPA;30;0;29;1;0
2021;1;AZU;4022;SBPA;SBCT;26;0;25;1;0
2021;1;AZU;4023;SBCT;SBPA;25;0;25;0;0
2021;1;AZU;4024;SBPA;SBCT;30;0;30;0;0
2021;1;AZU;4026;SBPA;SBKP;31;1;30;0;0
2021;1;AZU;4027;SBSV;SBKP;17;0;17;0;0
2021;1;AZU;4028;SBKP;SBFL;28;0;28;0;0
2021;1;AZU;4029;SBGR;SBRF;31;0;30;0;1
2021;1;AZU;4030;SBPA;SBRJ;26;1;25;0;0
2021;1;AZU;4030;SBKP;SBAR;5;0;5;0;0
2021;1;AZU;4031;SBKP;SBMO;24;0;22;1;1
2021;1;AZU;4032;SBMO;SBKP;23;0;22;0;1
2021;1;AZU;4033;SBKP;SBAR;22;0;21;1;0
2021;1;AZU;4034;SBAR;SBKP;22;1;20;1;0
2021;1;AZU;4035;SBRF;SBFZ;26;0;22;3;1
2021;1;AZU;4036;SBFZ;SBRF;26;0;25;1;0
2021;1;AZU;4037;SBPA;SBGR;25;0;23;1;1
2021;1;AZU;4038;SBGR;SBPA;25;0;23;2;0
2021;1;AZU;4039;SBKP;SBRJ;20;0;20;0;0
2021;1;AZU;4040;SBRJ;SBKP;21;1;20;0;0
2021;1;AZU;4041;SBKP;SBRJ;18;0;18;0;0
2021;1;AZU;4042;SBRJ;SBKP;17;0;17;0;0
2021;1;AZU;4045;SBKP;SBCF;21;0;20;1;0
2021;1;AZU;4046;SBCF;SBKP;21;0;20;0;1
2021;1;AZU;4049;SBKP;SBCF;31;0;30;1;0
2021;1;AZU;4050;SBCF;SBSP;25;0;24;1;0
2021;1;AZU;4051;SBSP;SBCF;25;0;25;0;0
2021;1;AZU;4052;SBCY;SBSO;25;0;25;0;0
2021;1;AZU;4053;SBSO;SBCY;25;0;25;0;0
2021;1;AZU;4055;SBBR;SBKP;23;0;22;1;0
2021;1;AZU;4056;SBKP;SBPA;20;0;20;0;0
2021;1;AZU;4057;SBPA;SBKP;21;1;20;0;0
2021;1;AZU;4058;SBKP;SBCT;20;0;20;0;0
2021;1;AZU;4059;SBCT;SBKP;20;0;20;0;0
2021;1;AZU;4060;SBCT;SBCF;30;1;29;0;0
2021;1;AZU;4061;SBCF;SBCT;31;0;29;2;0
2021;1;AZU;4062;SBDN;SBKP;29;0;28;1;0
2021;1;AZU;4063;SBKP;SBDN;30;0;30;0;0
2021;1;AZU;4064;SBKP;SBCT;29;0;29;0;0
2021;1;AZU;4065;SBRJ;SBPA;26;0;26;0;0
2021;1;AZU;4066;SBCT;SBFI;25;1;21;1;2
2021;1;AZU;4067;SBFI;SBCT;25;1;23;0;1
2021;1;AZU;4068;SBRF;SBJP;25;0;25;0;0
2021;1;AZU;4069;SBJP;SBRF;25;0;25;0;0
2021;1;AZU;4070;SBRJ;SBVT;25;2;23;0;0
2021;1;AZU;4071;SBVT;SBRJ;25;2;23;0;0
2021;1;AZU;4072;SBRF;SBKG;21;0;21;0;0
2021;1;AZU;4073;SBKG;SBRF;21;0;21;0;0
2021;1;AZU;4074;SBAR;SBKP;5;0;5;0;0
2021;1;AZU;4075;SBCT;SBCA;25;0;24;1;0
2021;1;AZU;4076;SBCA;SBCT;25;0;24;1;0
2021;1;AZU;4077;SBCT;SBRJ;5;0;5;0;0
2021;1;AZU;4078;SBRJ;SBCT;26;0;25;1;0
2021;1;AZU;4079;SBKP;SBRF;31;0;31;0;0
2021;1;AZU;4080;SBVT;SBKP;30;0;30;0;0
2021;1;AZU;4083;SBKP;SBJV;26;1;24;1;0
2021;1;AZU;4090;SBRF;SBFN;31;0;30;1;0
2021;1;AZU;4091;SBFN;SBRF;31;0;30;1;0
2021;1;AZU;4092;SBMK;SBCF;25;0;22;1;2
2021;1;AZU;4092;SBPS;SBMK;9;0;8;0;1
2021;1;AZU;4093;SBCF;SBMK;16;0;14;0;2
2021;1;AZU;4094;SBCF;SBVT;25;0;25;0;0
2021;1;AZU;4095;SBVT;SBCF;26;0;26;0;0
2021;1;AZU;4096;SBCF;SBRJ;26;0;26;0;0
2021;1;AZU;4097;SBRJ;SBCF;26;0;26;0;0
2021;1;AZU;4099;SBKP;SBSR;31;0;30;1;0
2021;1;AZU;4100;SBFZ;SBBE;31;0;30;1;0
2021;1;AZU;4101;SBBE;SBFZ;31;0;29;0;2
2021;1;AZU;4102;SBBE;SBSN;29;0;28;1;0
2021;1;AZU;4102;SBSN;SBEG;29;0;28;1;0
2021;1;AZU;4103;SBKP;SBMG;30;1;28;0;1
2021;1;AZU;4104;SBEG;SBSN;30;0;28;1;1
2021;1;AZU;4104;SBSN;SBBE;30;1;28;0;1
2021;1;AZU;4105;SBLO;SBKP;31;4;25;0;2
2021;1;AZU;4106;SBKP;SBBE;31;0;26;5;0
2021;1;AZU;4107;SBBE;SBKP;30;0;29;1;0
2021;1;AZU;4108;SBRF;SBBE;26;0;25;1;0
2021;1;AZU;4109;SBBE;SBRF;25;0;25;0;0
2021;1;AZU;4110;SBCF;SBCY;21;0;20;0;1
2021;1;AZU;4111;SBCY;SBCF;21;0;20;1;0
2021;1;AZU;4112;SBBE;SBMA;25;1;23;0;1
2021;1;AZU;4113;SBMA;SBBE;25;1;22;1;1
2021;1;AZU;4116;SBVT;SBRJ;26;0;26;0;0
2021;1;AZU;4117;SBRJ;SBVT;26;0;26;0;0
2021;1;AZU;4118;SBRJ;SBCF;31;0;31;0;0
2021;1;AZU;4119;SBCF;SBRJ;26;0;26;0;0
2021;1;AZU;4120;SBMK;SBCF;26;1;24;0;1
2021;1;AZU;4121;SBCF;SBMK;26;0;24;2;0
2021;1;AZU;4122;SBCF;SBUL;25;0;24;0;1
2021;1;AZU;4123;SBUL;SBCF;30;0;25;2;3
2021;1;AZU;4124;SBCF;SBGV;25;0;24;0;1
2021;1;AZU;4124;SBGV;SBVT;9;0;9;0;0
2021;1;AZU;4125;SBVT;SBGV;9;0;9;0;0
2021;1;AZU;4125;SBGV;SBCF;25;0;24;0;1
2021;1;AZU;4126;SBCF;SBBR;26;0;25;1;0
2021;1;AZU;4127;SBBR;SBCF;26;0;25;1;0
2021;1;AZU;4128;SBCF;SBSP;21;0;21;0;0
2021;1;AZU;4129;SBSP;SBCF;21;1;20;0;0
2021;1;AZU;4130;SBCF;SBSP;25;0;25;0;0
2021;1;AZU;4131;SBSP;SBCF;25;1;24;0;0
2021;1;AZU;4132;SBCF;SBSP;26;0;25;1;0
2021;1;AZU;4133;SBSP;SBCF;26;0;26;0;0
2021;1;AZU;4140;SBSV;SBKP;26;1;25;0;0
2021;1;AZU;4141;SBKP;SBSV;26;1;23;1;1
2021;1;AZU;4142;SBCF;SBMO;2;2;0;0;0
2021;1;AZU;4143;SBMO;SBCF;2;2;0;0;0
2021;1;AZU;4144;SBSP;SBRF;31;0;29;2;0
2021;1;AZU;4145;SBRF;SBSP;31;0;28;3;0
2021;1;AZU;4146;SBRJ;SBRF;31;0;29;1;1
2021;1;AZU;4147;SBRF;SBRJ;31;0;30;0;1
2021;1;AZU;4148;SBRF;SBSV;31;0;31;0;0
2021;1;AZU;4149;SBSV;SBRF;31;1;29;1;0
2021;1;AZU;4150;SBRF;SBFZ;30;0;30;0;0
2021;1;AZU;4151;SBFZ;SBRF;31;0;31;0;0
2021;1;AZU;4152;SBGR;SBRF;31;0;31;0;0
2021;1;AZU;4153;SBRF;SBGR;30;0;30;0;0
2021;1;AZU;4154;SBRF;SBMO;25;0;24;1;0
2021;1;AZU;4155;SBMO;SBRF;25;0;23;1;1
2021;1;AZU;4156;SBRF;SBAR;25;1;23;1;0
2021;1;AZU;4157;SBAR;SBRF;25;1;23;1;0
2021;1;AZU;4158;SBRF;SBSG;25;0;25;0;0
2021;1;AZU;4159;SBSG;SBRF;25;1;24;0;0
2021;1;AZU;4160;SBRF;SBTE;26;0;25;0;1
2021;1;AZU;4161;SBTE;SBRF;26;0;26;0;0
2021;1;AZU;4163;SBVC;SBSV;26;0;26;0;0
2021;1;AZU;4163;SBCF;SBVC;26;0;26;0;0
2021;1;AZU;4164;SBSV;SBVC;26;0;23;3;0
2021;1;AZU;4164;SBVC;SBCF;26;0;24;2;0
2021;1;AZU;4165;SBKP;SBNF;23;0;22;0;1
2021;1;AZU;4166;SBNF;SBKP;23;1;20;1;1
2021;1;AZU;4167;SBRF;SBEG;26;1;25;0;0
2021;1;AZU;4168;SBEG;SBRF;25;0;25;0;0
2021;1;AZU;4169;SBPV;SBEG;26;0;25;1;0
2021;1;AZU;4170;SBEG;SBPV;25;2;23;0;0
2021;1;AZU;4171;SBKP;SBCH;20;0;20;0;0
2021;1;AZU;4172;SBCH;SBKP;20;1;19;0;0
2021;1;AZU;4173;SBKP;SBRJ;21;1;20;0;0
2021;1;AZU;4174;SBRJ;SBKP;20;0;19;0;1
2021;1;AZU;4175;SBKP;SBRJ;21;0;17;2;2
2021;1;AZU;4176;SBRJ;SBKP;21;0;19;2;0
2021;1;AZU;4177;SBCF;SBKP;20;0;20;0;0
2021;1;AZU;4179;SBCF;SBUL;26;0;21;3;2
2021;1;AZU;4180;SBUL;SBCF;26;0;19;3;4
2021;1;AZU;4181;SBPA;SBFI;25;2;23;0;0
2021;1;AZU;4182;SBFI;SBPA;25;0;22;0;3
2021;1;AZU;4183;SBEG;SBTF;18;2;16;0;0
2021;1;AZU;4184;SBTF;SBEG;18;2;16;0;0
2021;1;AZU;4185;SBEG;SBTT;30;2;28;0;0
2021;1;AZU;4186;SBTT;SBEG;30;3;27;0;0
2021;1;AZU;4187;SBMG;SBKP;26;2;21;2;1
2021;1;AZU;4188;SBKP;SBMG;26;1;23;2;0
2021;1;AZU;4189;SBMG;SBCT;26;1;24;1;0
2021;1;AZU;4190;SBCT;SBMG;26;2;23;1;0
2021;1;AZU;4191;SBCT;SBLO;26;3;21;0;2
2021;1;AZU;4192;SBLO;SBCT;25;1;22;0;2
2021;1;AZU;4193;SBRJ;SBCT;25;0;24;0;1
2021;1;AZU;4194;SBCT;SBRJ;26;0;25;0;1
2021;1;AZU;4195;SBPA;SBRJ;31;0;30;1;0
2021;1;AZU;4195;SBRJ;SBBR;26;0;21;4;1
2021;1;AZU;4196;SBRJ;SBPA;30;1;29;0;0
2021;1;AZU;4197;SBBR;SBRF;26;0;26;0;0
2021;1;AZU;4198;SBRF;SBBR;25;0;25;0;0
2021;1;AZU;4199;SBFL;SBKP;31;0;31;0;0
2021;1;AZU;4200;SBSP;SBRF;31;0;30;1;0
2021;1;AZU;4201;SBRF;SBSP;31;0;30;1;0
2021;1;AZU;4202;SBSP;SBCF;31;0;31;0;0
2021;1;AZU;4203;SBCF;SBSP;25;1;23;0;1
2021;1;AZU;4204;SBRJ;SBGO;26;0;23;1;2
2021;1;AZU;4205;SBGO;SBRJ;26;1;23;2;0
2021;1;AZU;4206;SBCY;SBSR;21;0;21;0;0
2021;1;AZU;4207;SBSR;SBCY;20;0;19;1;0
2021;1;AZU;4208;SBRJ;SBCT;3;0;3;0;0
2021;1;AZU;4209;SBCT;SBRJ;2;0;2;0;0
2021;1;AZU;4210;SBMA;SBBE;31;0;30;0;1
2021;1;AZU;4211;SBRP;SBKP;31;1;29;1;0
2021;1;AZU;4212;SBKP;SBCF;25;0;25;0;0
2021;1;AZU;4213;SBCF;SBKP;26;0;26;0;0
2021;1;AZU;4214;SBKP;SBTE;31;0;31;0;0
2021;1;AZU;4218;SBBE;SBHT;31;0;31;0;0
2021;1;AZU;4220;SBKP;SBPL;24;0;23;1;0
2021;1;AZU;4221;SBPL;SBKP;23;0;22;1;0
2021;1;AZU;4225;SBCF;SBFL;26;0;24;2;0
2021;1;AZU;4226;SBFL;SBCF;25;0;25;0;0
2021;1;AZU;4227;SBCF;SBGO;26;0;25;0;1
2021;1;AZU;4228;SBGO;SBCF;26;0;25;0;1
2021;1;AZU;4230;SBBE;SBIZ;22;0;22;0;0
2021;1;AZU;4231;SBIZ;SBBE;22;0;22;0;0
2021;1;AZU;4232;SBGR;SBRF;25;0;25;0;0
2021;1;AZU;4234;SBBE;SBMQ;26;1;25;0;0
2021;1;AZU;4235;SBMQ;SBBE;26;1;25;0;0
2021;1;AZU;4236;SBCF;SBGR;25;0;25;0;0
2021;1;AZU;4237;SBGR;SBCF;25;0;25;0;0
2021;1;AZU;4238;SBCY;SBKP;31;1;30;0;0
2021;1;AZU;4239;SBKP;SBCY;23;0;18;3;2
2021;1;AZU;4240;SBCF;SBCJ;20;0;20;0;0
2021;1;AZU;4240;SBCJ;SBBE;12;0;12;0;0
2021;1;AZU;4240;SBCJ;SBSL;8;0;7;1;0
2021;1;AZU;4241;SBBE;SBCJ;12;1;11;0;0
2021;1;AZU;4241;SBSL;SBCJ;8;0;7;1;0
2021;1;AZU;4241;SBCJ;SBCF;20;0;18;0;2
2021;1;AZU;4242;SBCF;SBVT;26;0;26;0;0
2021;1;AZU;4243;SBVT;SBCF;30;0;30;0;0
2021;1;AZU;4244;SBCF;SBUL;25;0;23;0;2
2021;1;AZU;4245;SBUL;SBCF;25;0;21;2;2
2021;1;AZU;4246;SBCF;SBFZ;26;0;22;3;1
2021;1;AZU;4247;SBFZ;SBCF;25;0;25;0;0
2021;1;AZU;4248;SBCF;SNBR;20;0;17;0;3
