Empresa Aérea;N Voo;Aeroporto de Origem Designador OACI;Nome/UF/Pai�s Origem;Aeroporto de Destino Designador OACI;Nome/UF/Pai�s Destino;Etapas Previstas;% de Cancelamentos;% de Atrasos Superiores a 30 min;% de Atrasos Superiores a 60 min
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4379;SBPB;AEROPORTO INTERNACIONAL DE PARNAÍBA / PREFEITO DOUTOR JOÃO SILVA FILHO(PI, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);4;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4379;SBTE;SENADOR PETRÔNIO PORTELLA(PI, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);22;0;4,55;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4380;SBEG;EDUARDO GOMES(AM, BRASIL);SBBV;ATLAS BRASIL CANTANHEDE(RR, BRASIL);30;0;6,67;6,67
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4381;SBBV;ATLAS BRASIL CANTANHEDE(RR, BRASIL);SBEG;EDUARDO GOMES(AM, BRASIL);30;0;13,33;6,67
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4383;SBEG;EDUARDO GOMES(AM, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);30;3,33;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4384;SBKP;VIRACOPOS(SP, BRASIL);SBRD;RONDONÓPOLIS(MT, BRASIL);12;0;8,33;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4385;SBRD;RONDONÓPOLIS(MT, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);11;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4388;SBKP;VIRACOPOS(SP, BRASIL);SBRP;LEITE LOPES(SP, BRASIL);26;0;3,85;3,85
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4389;SBRP;LEITE LOPES(SP, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);29;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4391;SBSM;SANTA MARIA(RS, BRASIL);SBPA;SALGADO FILHO(RS, BRASIL);23;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4391;SBPA;SALGADO FILHO(RS, BRASIL);SBPK;PELOTAS(RS, BRASIL);23;0;4,35;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4391;SBPK;PELOTAS(RS, BRASIL);SBSM;SANTA MARIA(RS, BRASIL);23;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4393;SBUL;TEN CEL AVIADOR CÉSAR BOMBONATO(MG, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);30;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4395;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);27;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4397;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);30;3,33;3,45;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4398;SBKP;VIRACOPOS(SP, BRASIL);SBFZ;PINTO MARTINS(CE, BRASIL);28;0;3,57;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4399;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);30;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4400;SBFZ;PINTO MARTINS(CE, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);27;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4402;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBPA;SALGADO FILHO(RS, BRASIL);24;0;8,33;4,17
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4403;SBPA;SALGADO FILHO(RS, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);1;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4404;SBAU;ESTADUAL DARIO GUARITA(SP, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);26;0;7,69;7,69
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4405;SBKP;VIRACOPOS(SP, BRASIL);SBAU;ESTADUAL DARIO GUARITA(SP, BRASIL);26;0;3,85;3,85
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4406;SBKP;VIRACOPOS(SP, BRASIL);SBFI;CATARATAS(PR, BRASIL);26;0;3,85;3,85
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4407;SBFI;CATARATAS(PR, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);26;0;11,54;3,85
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4409;SBVT;EURICO DE AGUIAR SALLES(ES, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);29;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4410;SBKP;VIRACOPOS(SP, BRASIL);SBVT;EURICO DE AGUIAR SALLES(ES, BRASIL);30;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4412;SBCF;TANCREDO NEVES(MG, BRASIL);SBVT;EURICO DE AGUIAR SALLES(ES, BRASIL);27;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4413;SBVT;EURICO DE AGUIAR SALLES(ES, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);27;0;3,7;3,7
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4414;SBCF;TANCREDO NEVES(MG, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);30;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4415;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);28;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4416;SBCF;TANCREDO NEVES(MG, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);28;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4417;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);28;0;7,14;3,57
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4418;SBCF;TANCREDO NEVES(MG, BRASIL);SBCY;MARECHAL RONDON(MT, BRASIL);26;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4419;SBCY;MARECHAL RONDON(MT, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);26;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4422;SBCY;MARECHAL RONDON(MT, BRASIL);SBSI;PRESIDENTE JOÃO BATISTA FIGUEIREDO(MT, BRASIL);22;4,55;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4423;SBSI;PRESIDENTE JOÃO BATISTA FIGUEIREDO(MT, BRASIL);SBCY;MARECHAL RONDON(MT, BRASIL);22;4,55;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4424;SBKP;VIRACOPOS(SP, BRASIL);SBJP;PRESIDENTE CASTRO PINTO(PB, BRASIL);1;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4425;SBJU;ORLANDO BEZERRA DE MENEZES(CE, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);25;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4426;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBPL;SENADOR NILO COELHO(PE, BRASIL);1;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4427;SBPL;SENADOR NILO COELHO(PE, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);4;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4428;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);21;0;4,76;4,76
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4429;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);21;0;4,76;4,76
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4430;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);25;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4431;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);25;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4432;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);29;0;3,45;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4432;SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);SBSN;MAESTRO WILSON FONSECA(PA, BRASIL);29;0;3,45;3,45
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4433;SBSN;MAESTRO WILSON FONSECA(PA, BRASIL);SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);29;3,45;3,57;3,57
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4433;SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);30;3,33;3,45;3,45
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4435;SBSR;PROFESSOR ERIBERTO MANOEL REINO(SP, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);30;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4436;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBAR;SANTA MARIA(SE, BRASIL);29;0;6,9;3,45
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4437;SBAR;SANTA MARIA(SE, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);29;0;6,9;3,45
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4438;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBSG;GOVERNADOR ALUIZIO ALVES(RN, BRASIL);26;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4439;SBSG;GOVERNADOR ALUIZIO ALVES(RN, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);26;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4440;SBKP;VIRACOPOS(SP, BRASIL);SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL);22;0;4,55;4,55
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4442;SBCF;TANCREDO NEVES(MG, BRASIL);SBMK;MÁRIO RIBEIRO(MG, BRASIL);25;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4443;SBMK;MÁRIO RIBEIRO(MG, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);25;4;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4444;SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);SBSN;MAESTRO WILSON FONSECA(PA, BRASIL);2;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4445;SBSN;MAESTRO WILSON FONSECA(PA, BRASIL);SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);2;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4446;SBTE;SENADOR PETRÔNIO PORTELLA(PI, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);27;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4447;SBCF;TANCREDO NEVES(MG, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);30;3,33;6,9;3,45
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4448;SBZM;REGIONAL DA ZONA DA MATA(MG, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);2;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4449;SBKP;VIRACOPOS(SP, BRASIL);SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL);30;0;3,33;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4450;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);30;3,33;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4451;SBKP;VIRACOPOS(SP, BRASIL);SBEG;EDUARDO GOMES(AM, BRASIL);30;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4452;SBCF;TANCREDO NEVES(MG, BRASIL);SNTF;TEIXEIRA DE FREITAS(BA, BRASIL);15;0;6,67;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4453;SNTF;TEIXEIRA DE FREITAS(BA, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);15;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4454;SBSP;CONGONHAS(SP, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);23;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4455;SBCF;TANCREDO NEVES(MG, BRASIL);SBSP;CONGONHAS(SP, BRASIL);30;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4458;SBCF;TANCREDO NEVES(MG, BRASIL);SBSL;MARECHAL CUNHA MACHADO(MA, BRASIL);30;0;3,33;3,33
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4459;SBSL;MARECHAL CUNHA MACHADO(MA, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);30;0;6,67;3,33
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4460;SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);SBMA;JOÃO CORREA DA ROCHA(PA, BRASIL);29;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4461;SBJP;PRESIDENTE CASTRO PINTO(PB, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);1;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4463;SBHT;ALTAMIRA(PA, BRASIL);SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);19;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4465;SBPA;SALGADO FILHO(RS, BRASIL);SBFL;HERCÍLIO LUZ(SC, BRASIL);1;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4472;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);25;0;12;4
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4473;SBCF;TANCREDO NEVES(MG, BRASIL);SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES(BA, BRASIL);29;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4474;SBCF;TANCREDO NEVES(MG, BRASIL);SBSL;MARECHAL CUNHA MACHADO(MA, BRASIL);13;0;7,69;7,69
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4475;SBSL;MARECHAL CUNHA MACHADO(MA, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);12;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4476;SBKP;VIRACOPOS(SP, BRASIL);SBPJ;BRIGADEIRO LYSIAS RODRIGUES(TO, BRASIL);26;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4477;SBPJ;BRIGADEIRO LYSIAS RODRIGUES(TO, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);26;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4481;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SBRJ;SANTOS DUMONT(RJ, BRASIL);4;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4482;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBJP;PRESIDENTE CASTRO PINTO(PB, BRASIL);25;0;12;4
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4483;SBFL;HERCÍLIO LUZ(SC, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);28;0;3,57;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4484;SBKP;VIRACOPOS(SP, BRASIL);SBPV;GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL);27;0;3,7;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4485;SBPV;GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA(RO, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);27;0;14,81;3,7
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4486;SBJP;PRESIDENTE CASTRO PINTO(PB, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);23;0;13,04;4,35
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4487;SBEG;EDUARDO GOMES(AM, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);30;0;3,33;3,33
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4490;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBSG;GOVERNADOR ALUIZIO ALVES(RN, BRASIL);25;0;4;4
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4491;SBPA;SALGADO FILHO(RS, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);29;0;3,45;3,45
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4494;SBSG;GOVERNADOR ALUIZIO ALVES(RN, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);25;0;8;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4496;SBPA;SALGADO FILHO(RS, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);26;0;7,69;7,69
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4497;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBPA;SALGADO FILHO(RS, BRASIL);26;0;7,69;7,69
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4499;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBAR;SANTA MARIA(SE, BRASIL);25;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4501;SBBE;INTERNACIONAL DE BELÉM/VAL DE CANS/JÚLIO CEZAR RIBEIRO(PA, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);1;0;100;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4502;SBAR;SANTA MARIA(SE, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);25;0;4;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4503;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);29;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4505;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBMO;ZUMBI DOS PALMARES(AL, BRASIL);26;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4507;SBMO;ZUMBI DOS PALMARES(AL, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);18;5,56;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4510;SBCF;TANCREDO NEVES(MG, BRASIL);SBJE;JERICOACORA(CE, BRASIL);9;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4510;SBKP;VIRACOPOS(SP, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);12;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4511;SBMG;SÍLVIO NAME JÚNIOR(PR, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);30;0;3,33;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4514;SBPA;SALGADO FILHO(RS, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);26;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4515;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBPA;SALGADO FILHO(RS, BRASIL);26;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4516;SBPA;SALGADO FILHO(RS, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);27;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4517;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBPA;SALGADO FILHO(RS, BRASIL);27;0;3,7;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4518;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);30;0;3,33;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4519;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);30;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4520;SBDN;PRESIDENTE PRUDENTE(SP, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);6;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4521;SBKP;VIRACOPOS(SP, BRASIL);SBDN;PRESIDENTE PRUDENTE(SP, BRASIL);24;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4522;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);28;0;3,57;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4523;SBCF;TANCREDO NEVES(MG, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);29;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4524;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);25;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4525;SBCF;TANCREDO NEVES(MG, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);30;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4526;SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);SBMO;ZUMBI DOS PALMARES(AL, BRASIL);30;0;13,33;3,33
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4527;SBMO;ZUMBI DOS PALMARES(AL, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);30;3,33;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4528;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);SBCY;MARECHAL RONDON(MT, BRASIL);25;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4529;SBCY;MARECHAL RONDON(MT, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);24;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4530;SBKP;VIRACOPOS(SP, BRASIL);SBAE;BAURU/AREALVA (SJTC*)(SP, BRASIL);26;0;3,85;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4531;SBAE;BAURU/AREALVA (SJTC*)(SP, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);26;0;3,85;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4532;SBCF;TANCREDO NEVES(MG, BRASIL);SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);24;0;8,33;4,17
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4533;SBBR;PRESIDENTE JUSCELINO KUBITSCHEK(DF, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);26;0;7,69;3,85
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4534;SBCY;MARECHAL RONDON(MT, BRASIL);SBAT;PILOTO OSVALDO MARQUES DIAS(MT, BRASIL);12;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4535;SBAT;PILOTO OSVALDO MARQUES DIAS(MT, BRASIL);SBCY;MARECHAL RONDON(MT, BRASIL);12;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4537;SBCY;MARECHAL RONDON(MT, BRASIL);SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO(SP, BRASIL);26;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4538;SBCF;TANCREDO NEVES(MG, BRASIL);SBPS;PORTO SEGURO(BA, BRASIL);30;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4539;SBPS;PORTO SEGURO(BA, BRASIL);SBCF;TANCREDO NEVES(MG, BRASIL);30;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4540;SBKP;VIRACOPOS(SP, BRASIL);SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL);25;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4541;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM(RJ, BRASIL);SBKP;VIRACOPOS(SP, BRASIL);25;0;0;0
AZU - AZUL LINHAS AÉREAS BRASILEIRAS S/A;4542;SBRJ;SANTOS DUMONT(RJ, BRASIL);SBRF;GUARARAPES - GILBERTO FREYRE(PE, BRASIL);30;0;3,33;3,33
